"","B11003_003E","B11003_001E","NAME","state","county","tract","block group"
"291","37","331","Block Group 2, Census Tract 77.07, District of Columbia, District of Columbia","11","001","007707","2"
"292","0","347","Block Group 1, Census Tract 77.08, District of Columbia, District of Columbia","11","001","007708","1"
"293","53","308","Block Group 2, Census Tract 77.08, District of Columbia, District of Columbia","11","001","007708","2"
"294","24","104","Block Group 1, Census Tract 77.09, District of Columbia, District of Columbia","11","001","007709","1"
"295","12","172","Block Group 2, Census Tract 77.09, District of Columbia, District of Columbia","11","001","007709","2"
"296","0","99","Block Group 1, Census Tract 78.03, District of Columbia, District of Columbia","11","001","007803","1"
"297","7","156","Block Group 2, Census Tract 78.03, District of Columbia, District of Columbia","11","001","007803","2"
"298","0","137","Block Group 3, Census Tract 78.03, District of Columbia, District of Columbia","11","001","007803","3"
"299","0","264","Block Group 4, Census Tract 78.03, District of Columbia, District of Columbia","11","001","007803","4"
"300","0","43","Block Group 1, Census Tract 78.04, District of Columbia, District of Columbia","11","001","007804","1"
"301","27","269","Block Group 2, Census Tract 78.04, District of Columbia, District of Columbia","11","001","007804","2"
"302","0","220","Block Group 3, Census Tract 78.04, District of Columbia, District of Columbia","11","001","007804","3"
"303","52","266","Block Group 1, Census Tract 78.06, District of Columbia, District of Columbia","11","001","007806","1"
"304","0","270","Block Group 2, Census Tract 78.06, District of Columbia, District of Columbia","11","001","007806","2"
"305","27","398","Block Group 1, Census Tract 78.07, District of Columbia, District of Columbia","11","001","007807","1"
"306","14","125","Block Group 2, Census Tract 78.07, District of Columbia, District of Columbia","11","001","007807","2"
"307","9","379","Block Group 1, Census Tract 78.08, District of Columbia, District of Columbia","11","001","007808","1"
"308","18","253","Block Group 2, Census Tract 78.08, District of Columbia, District of Columbia","11","001","007808","2"
"309","16","109","Block Group 3, Census Tract 78.08, District of Columbia, District of Columbia","11","001","007808","3"
"310","19","424","Block Group 1, Census Tract 78.09, District of Columbia, District of Columbia","11","001","007809","1"
"311","0","124","Block Group 2, Census Tract 78.09, District of Columbia, District of Columbia","11","001","007809","2"
"312","0","142","Block Group 1, Census Tract 79.01, District of Columbia, District of Columbia","11","001","007901","1"
"313","0","219","Block Group 2, Census Tract 79.01, District of Columbia, District of Columbia","11","001","007901","2"
"314","0","180","Block Group 3, Census Tract 79.01, District of Columbia, District of Columbia","11","001","007901","3"
"315","22","337","Block Group 4, Census Tract 79.01, District of Columbia, District of Columbia","11","001","007901","4"
"316","26","267","Block Group 1, Census Tract 79.03, District of Columbia, District of Columbia","11","001","007903","1"
"317","24","124","Block Group 1, Census Tract 80.01, District of Columbia, District of Columbia","11","001","008001","1"
"318","33","303","Block Group 2, Census Tract 80.01, District of Columbia, District of Columbia","11","001","008001","2"
"319","57","127","Block Group 3, Census Tract 80.01, District of Columbia, District of Columbia","11","001","008001","3"
"320","36","240","Block Group 1, Census Tract 80.02, District of Columbia, District of Columbia","11","001","008002","1"
"321","236","565","Block Group 2, Census Tract 80.02, District of Columbia, District of Columbia","11","001","008002","2"
"322","69","131","Block Group 1, Census Tract 81, District of Columbia, District of Columbia","11","001","008100","1"
"323","90","341","Block Group 2, Census Tract 81, District of Columbia, District of Columbia","11","001","008100","2"
"324","50","138","Block Group 3, Census Tract 81, District of Columbia, District of Columbia","11","001","008100","3"
"325","56","102","Block Group 1, Census Tract 82, District of Columbia, District of Columbia","11","001","008200","1"
"326","96","234","Block Group 2, Census Tract 82, District of Columbia, District of Columbia","11","001","008200","2"
"327","45","133","Block Group 1, Census Tract 83.01, District of Columbia, District of Columbia","11","001","008301","1"
"328","69","227","Block Group 2, Census Tract 83.01, District of Columbia, District of Columbia","11","001","008301","2"
"329","125","413","Block Group 1, Census Tract 83.02, District of Columbia, District of Columbia","11","001","008302","1"
"330","35","131","Block Group 1, Census Tract 84.02, District of Columbia, District of Columbia","11","001","008402","1"
"331","36","309","Block Group 2, Census Tract 84.02, District of Columbia, District of Columbia","11","001","008402","2"
"332","43","250","Block Group 1, Census Tract 84.10, District of Columbia, District of Columbia","11","001","008410","1"
"333","15","146","Block Group 1, Census Tract 87.01, District of Columbia, District of Columbia","11","001","008701","1"
"334","0","222","Block Group 2, Census Tract 87.01, District of Columbia, District of Columbia","11","001","008701","2"
"335","15","251","Block Group 1, Census Tract 87.02, District of Columbia, District of Columbia","11","001","008702","1"
"336","12","24","Block Group 2, Census Tract 87.02, District of Columbia, District of Columbia","11","001","008702","2"
"337","7","133","Block Group 1, Census Tract 88.02, District of Columbia, District of Columbia","11","001","008802","1"
"338","0","234","Block Group 2, Census Tract 88.02, District of Columbia, District of Columbia","11","001","008802","2"
"339","49","252","Block Group 3, Census Tract 88.02, District of Columbia, District of Columbia","11","001","008802","3"
"340","32","294","Block Group 4, Census Tract 88.02, District of Columbia, District of Columbia","11","001","008802","4"
"341","43","190","Block Group 1, Census Tract 88.03, District of Columbia, District of Columbia","11","001","008803","1"
"342","0","212","Block Group 1, Census Tract 88.04, District of Columbia, District of Columbia","11","001","008804","1"
"343","22","328","Block Group 2, Census Tract 88.04, District of Columbia, District of Columbia","11","001","008804","2"
"344","0","321","Block Group 1, Census Tract 89.03, District of Columbia, District of Columbia","11","001","008903","1"
"345","0","225","Block Group 2, Census Tract 89.03, District of Columbia, District of Columbia","11","001","008903","2"
"346","23","530","Block Group 1, Census Tract 89.04, District of Columbia, District of Columbia","11","001","008904","1"
"347","2","150","Block Group 2, Census Tract 89.04, District of Columbia, District of Columbia","11","001","008904","2"
"348","142","262","Block Group 1, Census Tract 90, District of Columbia, District of Columbia","11","001","009000","1"
"349","0","203","Block Group 2, Census Tract 90, District of Columbia, District of Columbia","11","001","009000","2"
"350","35","167","Block Group 1, Census Tract 91.02, District of Columbia, District of Columbia","11","001","009102","1"
"351","82","461","Block Group 2, Census Tract 91.02, District of Columbia, District of Columbia","11","001","009102","2"
"352","13","313","Block Group 3, Census Tract 91.02, District of Columbia, District of Columbia","11","001","009102","3"
"353","43","248","Block Group 1, Census Tract 92.01, District of Columbia, District of Columbia","11","001","009201","1"
"354","9","115","Block Group 1, Census Tract 92.03, District of Columbia, District of Columbia","11","001","009203","1"
"355","45","263","Block Group 2, Census Tract 92.03, District of Columbia, District of Columbia","11","001","009203","2"
"356","29","186","Block Group 1, Census Tract 92.04, District of Columbia, District of Columbia","11","001","009204","1"
"357","76","341","Block Group 2, Census Tract 92.04, District of Columbia, District of Columbia","11","001","009204","2"
"358","24","160","Block Group 1, Census Tract 93.01, District of Columbia, District of Columbia","11","001","009301","1"
"359","44","131","Block Group 2, Census Tract 93.01, District of Columbia, District of Columbia","11","001","009301","2"
"360","10","134","Block Group 3, Census Tract 93.01, District of Columbia, District of Columbia","11","001","009301","3"
"361","28","176","Block Group 4, Census Tract 93.01, District of Columbia, District of Columbia","11","001","009301","4"
"362","33","188","Block Group 1, Census Tract 93.02, District of Columbia, District of Columbia","11","001","009302","1"
"363","11","182","Block Group 1, Census Tract 94, District of Columbia, District of Columbia","11","001","009400","1"
"364","62","221","Block Group 2, Census Tract 94, District of Columbia, District of Columbia","11","001","009400","2"
"365","54","255","Block Group 3, Census Tract 94, District of Columbia, District of Columbia","11","001","009400","3"
"366","60","256","Block Group 4, Census Tract 94, District of Columbia, District of Columbia","11","001","009400","4"
"367","62","477","Block Group 1, Census Tract 95.01, District of Columbia, District of Columbia","11","001","009501","1"
"368","0","52","Block Group 2, Census Tract 95.01, District of Columbia, District of Columbia","11","001","009501","2"
"369","108","332","Block Group 3, Census Tract 95.01, District of Columbia, District of Columbia","11","001","009501","3"
"370","59","355","Block Group 1, Census Tract 95.03, District of Columbia, District of Columbia","11","001","009503","1"
"371","44","189","Block Group 2, Census Tract 95.03, District of Columbia, District of Columbia","11","001","009503","2"
"372","0","127","Block Group 3, Census Tract 95.03, District of Columbia, District of Columbia","11","001","009503","3"
"373","43","360","Block Group 1, Census Tract 95.04, District of Columbia, District of Columbia","11","001","009504","1"
"374","16","273","Block Group 2, Census Tract 95.04, District of Columbia, District of Columbia","11","001","009504","2"
"375","61","280","Block Group 1, Census Tract 95.05, District of Columbia, District of Columbia","11","001","009505","1"
"376","0","157","Block Group 2, Census Tract 95.05, District of Columbia, District of Columbia","11","001","009505","2"
"377","19","155","Block Group 3, Census Tract 95.05, District of Columbia, District of Columbia","11","001","009505","3"
"378","47","418","Block Group 1, Census Tract 95.07, District of Columbia, District of Columbia","11","001","009507","1"
"379","33","141","Block Group 1, Census Tract 95.08, District of Columbia, District of Columbia","11","001","009508","1"
"380","115","389","Block Group 2, Census Tract 95.08, District of Columbia, District of Columbia","11","001","009508","2"
"381","14","180","Block Group 3, Census Tract 95.08, District of Columbia, District of Columbia","11","001","009508","3"
"382","0","260","Block Group 1, Census Tract 95.09, District of Columbia, District of Columbia","11","001","009509","1"
"383","69","280","Block Group 2, Census Tract 95.09, District of Columbia, District of Columbia","11","001","009509","2"
"384","16","222","Block Group 3, Census Tract 95.09, District of Columbia, District of Columbia","11","001","009509","3"
"385","39","648","Block Group 1, Census Tract 96.01, District of Columbia, District of Columbia","11","001","009601","1"
"386","68","428","Block Group 1, Census Tract 96.02, District of Columbia, District of Columbia","11","001","009602","1"
"387","0","302","Block Group 2, Census Tract 96.02, District of Columbia, District of Columbia","11","001","009602","2"
"388","67","291","Block Group 1, Census Tract 96.03, District of Columbia, District of Columbia","11","001","009603","1"
"389","0","110","Block Group 2, Census Tract 96.03, District of Columbia, District of Columbia","11","001","009603","2"
"390","0","221","Block Group 3, Census Tract 96.03, District of Columbia, District of Columbia","11","001","009603","3"
"391","0","310","Block Group 1, Census Tract 96.04, District of Columbia, District of Columbia","11","001","009604","1"
"392","0","168","Block Group 2, Census Tract 96.04, District of Columbia, District of Columbia","11","001","009604","2"
"393","0","573","Block Group 1, Census Tract 97, District of Columbia, District of Columbia","11","001","009700","1"
"394","0","97","Block Group 2, Census Tract 97, District of Columbia, District of Columbia","11","001","009700","2"
"395","10","325","Block Group 1, Census Tract 98.01, District of Columbia, District of Columbia","11","001","009801","1"
"396","0","87","Block Group 1, Census Tract 98.02, District of Columbia, District of Columbia","11","001","009802","1"
"397","0","174","Block Group 2, Census Tract 98.02, District of Columbia, District of Columbia","11","001","009802","2"
"398","32","257","Block Group 1, Census Tract 98.03, District of Columbia, District of Columbia","11","001","009803","1"
"399","0","140","Block Group 2, Census Tract 98.03, District of Columbia, District of Columbia","11","001","009803","2"
"400","0","105","Block Group 3, Census Tract 98.03, District of Columbia, District of Columbia","11","001","009803","3"
"401","36","378","Block Group 1, Census Tract 98.04, District of Columbia, District of Columbia","11","001","009804","1"
"402","0","156","Block Group 2, Census Tract 98.04, District of Columbia, District of Columbia","11","001","009804","2"
"403","0","200","Block Group 1, Census Tract 98.07, District of Columbia, District of Columbia","11","001","009807","1"
"404","31","649","Block Group 2, Census Tract 98.07, District of Columbia, District of Columbia","11","001","009807","2"
"405","0","378","Block Group 1, Census Tract 98.10, District of Columbia, District of Columbia","11","001","009810","1"
"406","0","156","Block Group 2, Census Tract 98.10, District of Columbia, District of Columbia","11","001","009810","2"
"407","22","507","Block Group 1, Census Tract 98.11, District of Columbia, District of Columbia","11","001","009811","1"
"408","15","445","Block Group 2, Census Tract 98.11, District of Columbia, District of Columbia","11","001","009811","2"
"409","0","152","Block Group 1, Census Tract 99.01, District of Columbia, District of Columbia","11","001","009901","1"
"410","69","400","Block Group 2, Census Tract 99.01, District of Columbia, District of Columbia","11","001","009901","2"
"411","9","196","Block Group 1, Census Tract 99.02, District of Columbia, District of Columbia","11","001","009902","1"
"412","10","528","Block Group 2, Census Tract 99.02, District of Columbia, District of Columbia","11","001","009902","2"
"413","0","209","Block Group 1, Census Tract 99.03, District of Columbia, District of Columbia","11","001","009903","1"
"414","0","175","Block Group 2, Census Tract 99.03, District of Columbia, District of Columbia","11","001","009903","2"
"415","0","162","Block Group 1, Census Tract 99.04, District of Columbia, District of Columbia","11","001","009904","1"
"416","83","212","Block Group 2, Census Tract 99.04, District of Columbia, District of Columbia","11","001","009904","2"
"417","78","285","Block Group 1, Census Tract 99.05, District of Columbia, District of Columbia","11","001","009905","1"
"418","14","106","Block Group 2, Census Tract 99.05, District of Columbia, District of Columbia","11","001","009905","2"
"419","35","145","Block Group 3, Census Tract 99.05, District of Columbia, District of Columbia","11","001","009905","3"
"420","91","391","Block Group 1, Census Tract 99.06, District of Columbia, District of Columbia","11","001","009906","1"
"421","36","211","Block Group 1, Census Tract 99.07, District of Columbia, District of Columbia","11","001","009907","1"
"422","12","368","Block Group 2, Census Tract 99.07, District of Columbia, District of Columbia","11","001","009907","2"
"423","33","220","Block Group 1, Census Tract 101, District of Columbia, District of Columbia","11","001","010100","1"
"424","21","83","Block Group 2, Census Tract 101, District of Columbia, District of Columbia","11","001","010100","2"
"425","40","264","Block Group 1, Census Tract 102, District of Columbia, District of Columbia","11","001","010200","1"
"426","20","200","Block Group 2, Census Tract 102, District of Columbia, District of Columbia","11","001","010200","2"
"427","15","124","Block Group 1, Census Tract 103, District of Columbia, District of Columbia","11","001","010300","1"
"428","75","258","Block Group 2, Census Tract 103, District of Columbia, District of Columbia","11","001","010300","2"
"429","6","197","Block Group 3, Census Tract 103, District of Columbia, District of Columbia","11","001","010300","3"
"430","54","400","Block Group 1, Census Tract 104, District of Columbia, District of Columbia","11","001","010400","1"
"431","40","361","Block Group 2, Census Tract 104, District of Columbia, District of Columbia","11","001","010400","2"
"432","5","337","Block Group 1, Census Tract 105, District of Columbia, District of Columbia","11","001","010500","1"
"433","9","257","Block Group 2, Census Tract 105, District of Columbia, District of Columbia","11","001","010500","2"
"434","17","104","Block Group 1, Census Tract 106, District of Columbia, District of Columbia","11","001","010600","1"
"435","80","459","Block Group 2, Census Tract 106, District of Columbia, District of Columbia","11","001","010600","2"
"436","0","106","Block Group 3, Census Tract 106, District of Columbia, District of Columbia","11","001","010600","3"
"437","0","87","Block Group 1, Census Tract 107, District of Columbia, District of Columbia","11","001","010700","1"
"438","0","102","Block Group 2, Census Tract 107, District of Columbia, District of Columbia","11","001","010700","2"
"439","0","0","Block Group 1, Census Tract 108, District of Columbia, District of Columbia","11","001","010800","1"
"440","0","26","Block Group 2, Census Tract 108, District of Columbia, District of Columbia","11","001","010800","2"
"441","0","16","Block Group 3, Census Tract 108, District of Columbia, District of Columbia","11","001","010800","3"
"442","17","326","Block Group 1, Census Tract 109, District of Columbia, District of Columbia","11","001","010900","1"
"443","10","286","Block Group 2, Census Tract 109, District of Columbia, District of Columbia","11","001","010900","2"
"444","0","144","Block Group 1, Census Tract 110, District of Columbia, District of Columbia","11","001","011000","1"
"445","0","82","Block Group 2, Census Tract 110, District of Columbia, District of Columbia","11","001","011000","2"
"446","0","97","Block Group 3, Census Tract 110, District of Columbia, District of Columbia","11","001","011000","3"
"447","85","363","Block Group 4, Census Tract 110, District of Columbia, District of Columbia","11","001","011000","4"
"448","54","339","Block Group 1, Census Tract 111, District of Columbia, District of Columbia","11","001","011100","1"
"449","58","332","Block Group 2, Census Tract 111, District of Columbia, District of Columbia","11","001","011100","2"
"450","50","215","Block Group 3, Census Tract 111, District of Columbia, District of Columbia","11","001","011100","3"
