school_code,school_name,cluster,count
109,Cesar Chavez PCS Parkside Upper,Cluster 7,-1
109,Cesar Chavez PCS Parkside Upper,Cluster 8,-1
109,Cesar Chavez PCS Parkside Upper,Cluster 9,-1
109,Cesar Chavez PCS Parkside Upper,UNENCODABLE,30
958,Child & Family Services- Regular Ed,Cluster 18,-1
958,Child & Family Services- Regular Ed,Cluster 19,-1
958,Child & Family Services- Regular Ed,Cluster 2,-1
958,Child & Family Services- Regular Ed,Cluster 20,-1
958,Child & Family Services- Regular Ed,Cluster 21,-1
958,Child & Family Services- Regular Ed,Cluster 22,-1
958,Child & Family Services- Regular Ed,Cluster 24,-1
958,Child & Family Services- Regular Ed,Cluster 26,-1
958,Child & Family Services- Regular Ed,Cluster 30,-1
958,Child & Family Services- Regular Ed,Cluster 31,-1
958,Child & Family Services- Regular Ed,Cluster 32,-1
958,Child & Family Services- Regular Ed,Cluster 33,-1
958,Child & Family Services- Regular Ed,Cluster 34,-1
958,Child & Family Services- Regular Ed,Cluster 38,-1
958,Child & Family Services- Regular Ed,Cluster 39,-1
958,Child & Family Services- Regular Ed,Cluster 7,-1
958,Child & Family Services- Regular Ed,Cluster 8,-1
958,Child & Family Services- Regular Ed,UNENCODABLE,18
947,CHOICE Academy MS/SHS,Cluster 17,-1
947,CHOICE Academy MS/SHS,Cluster 18,-1
947,CHOICE Academy MS/SHS,Cluster 19,-1
947,CHOICE Academy MS/SHS,Cluster 2,-1
947,CHOICE Academy MS/SHS,Cluster 20,-1
947,CHOICE Academy MS/SHS,Cluster 21,-1
947,CHOICE Academy MS/SHS,Cluster 22,-1
947,CHOICE Academy MS/SHS,Cluster 23,-1
947,CHOICE Academy MS/SHS,Cluster 24,-1
947,CHOICE Academy MS/SHS,Cluster 25,-1
947,CHOICE Academy MS/SHS,Cluster 26,-1
947,CHOICE Academy MS/SHS,Cluster 28,-1
947,CHOICE Academy MS/SHS,Cluster 31,-1
947,CHOICE Academy MS/SHS,Cluster 32,-1
947,CHOICE Academy MS/SHS,Cluster 33,-1
947,CHOICE Academy MS/SHS,Cluster 34,-1
947,CHOICE Academy MS/SHS,Cluster 36,-1
947,CHOICE Academy MS/SHS,Cluster 37,-1
947,CHOICE Academy MS/SHS,Cluster 38,-1
947,CHOICE Academy MS/SHS,Cluster 39,-1
947,CHOICE Academy MS/SHS,Cluster 8,-1
947,CHOICE Academy MS/SHS,Cluster 9,-1
947,CHOICE Academy MS/SHS,UNENCODABLE,-1
224,Cleveland ES,Cluster 13,-1
224,Cleveland ES,Cluster 17,10
224,Cleveland ES,Cluster 18,16
224,Cleveland ES,Cluster 19,-1
224,Cleveland ES,Cluster 2,31
224,Cleveland ES,Cluster 21,23
224,Cleveland ES,Cluster 22,-1
224,Cleveland ES,Cluster 23,19
224,Cleveland ES,Cluster 24,-1
224,Cleveland ES,Cluster 25,13
224,Cleveland ES,Cluster 27,-1
224,Cleveland ES,Cluster 29,-1
224,Cleveland ES,Cluster 3,26
224,Cleveland ES,Cluster 30,-1
224,Cleveland ES,Cluster 31,-1
224,Cleveland ES,Cluster 32,-1
224,Cleveland ES,Cluster 33,-1
224,Cleveland ES,Cluster 34,-1
224,Cleveland ES,Cluster 35,-1
224,Cleveland ES,Cluster 37,-1
224,Cleveland ES,Cluster 38,-1
224,Cleveland ES,Cluster 39,-1
224,Cleveland ES,Cluster 6,-1
224,Cleveland ES,Cluster 7,81
224,Cleveland ES,Cluster 8,13
224,Cleveland ES,Cluster 9,-1
224,Cleveland ES,UNENCODABLE,-1
442,Columbia Heights EC,Cluster 1,47
442,Columbia Heights EC,Cluster 15,-1
442,Columbia Heights EC,Cluster 16,-1
442,Columbia Heights EC,Cluster 17,135
442,Columbia Heights EC,Cluster 18,262
442,Columbia Heights EC,Cluster 19,39
442,Columbia Heights EC,Cluster 2,436
442,Columbia Heights EC,Cluster 20,11
442,Columbia Heights EC,Cluster 21,34
442,Columbia Heights EC,Cluster 22,22
442,Columbia Heights EC,Cluster 23,19
442,Columbia Heights EC,Cluster 24,-1
442,Columbia Heights EC,Cluster 25,-1
442,Columbia Heights EC,Cluster 26,-1
442,Columbia Heights EC,Cluster 28,-1
442,Columbia Heights EC,Cluster 29,-1
442,Columbia Heights EC,Cluster 3,26
442,Columbia Heights EC,Cluster 30,-1
442,Columbia Heights EC,Cluster 31,10
442,Columbia Heights EC,Cluster 32,15
442,Columbia Heights EC,Cluster 33,17
442,Columbia Heights EC,Cluster 34,-1
442,Columbia Heights EC,Cluster 35,-1
442,Columbia Heights EC,Cluster 36,-1
442,Columbia Heights EC,Cluster 37,-1
442,Columbia Heights EC,Cluster 38,11
442,Columbia Heights EC,Cluster 39,20
442,Columbia Heights EC,Cluster 4,-1
442,Columbia Heights EC,Cluster 6,-1
442,Columbia Heights EC,Cluster 7,48
442,Columbia Heights EC,Cluster 8,14
442,Columbia Heights EC,Cluster 9,-1
442,Columbia Heights EC,UNENCODABLE,31
105,Community Academy Amos I,Cluster 1,-1
105,Community Academy Amos I,Cluster 14,-1
105,Community Academy Amos I,Cluster 15,-1
105,Community Academy Amos I,Cluster 17,82
105,Community Academy Amos I,Cluster 18,190
105,Community Academy Amos I,Cluster 19,49
105,Community Academy Amos I,Cluster 2,65
105,Community Academy Amos I,Cluster 20,-1
105,Community Academy Amos I,Cluster 21,-1
105,Community Academy Amos I,Cluster 22,-1
105,Community Academy Amos I,Cluster 23,-1
105,Community Academy Amos I,Cluster 24,-1
105,Community Academy Amos I,Cluster 25,-1
105,Community Academy Amos I,Cluster 28,-1
105,Community Academy Amos I,Cluster 3,-1
105,Community Academy Amos I,Cluster 30,-1
105,Community Academy Amos I,Cluster 31,-1
105,Community Academy Amos I,Cluster 32,-1
105,Community Academy Amos I,Cluster 33,-1
105,Community Academy Amos I,Cluster 34,-1
105,Community Academy Amos I,Cluster 36,-1
105,Community Academy Amos I,Cluster 37,-1
105,Community Academy Amos I,Cluster 38,-1
105,Community Academy Amos I,Cluster 7,-1
105,Community Academy Amos I,Cluster 8,-1
105,Community Academy Amos I,Cluster 9,-1
105,Community Academy Amos I,UNENCODABLE,53
158,Community Academy Amos II,Cluster 1,-1
158,Community Academy Amos II,Cluster 11,-1
158,Community Academy Amos II,Cluster 16,-1
158,Community Academy Amos II,Cluster 17,35
158,Community Academy Amos II,Cluster 18,66
158,Community Academy Amos II,Cluster 19,72
158,Community Academy Amos II,Cluster 2,23
158,Community Academy Amos II,Cluster 20,-1
158,Community Academy Amos II,Cluster 21,-1
158,Community Academy Amos II,Cluster 22,-1
158,Community Academy Amos II,Cluster 23,-1
158,Community Academy Amos II,Cluster 24,-1
158,Community Academy Amos II,Cluster 25,-1
158,Community Academy Amos II,Cluster 28,-1
158,Community Academy Amos II,Cluster 3,-1
158,Community Academy Amos II,Cluster 30,-1
158,Community Academy Amos II,Cluster 31,-1
158,Community Academy Amos II,Cluster 32,-1
158,Community Academy Amos II,Cluster 33,-1
158,Community Academy Amos II,Cluster 34,-1
158,Community Academy Amos II,Cluster 38,-1
158,Community Academy Amos II,Cluster 39,-1
158,Community Academy Amos II,Cluster 9,-1
158,Community Academy Amos II,UNENCODABLE,41
1109,Community Academy Amos III Amstrong,Cluster 1,-1
1109,Community Academy Amos III Amstrong,Cluster 17,-1
1109,Community Academy Amos III Amstrong,Cluster 18,23
1109,Community Academy Amos III Amstrong,Cluster 19,11
1109,Community Academy Amos III Amstrong,Cluster 2,25
1109,Community Academy Amos III Amstrong,Cluster 20,-1
1109,Community Academy Amos III Amstrong,Cluster 21,89
1109,Community Academy Amos III Amstrong,Cluster 22,10
1109,Community Academy Amos III Amstrong,Cluster 23,18
1109,Community Academy Amos III Amstrong,Cluster 24,-1
1109,Community Academy Amos III Amstrong,Cluster 25,12
1109,Community Academy Amos III Amstrong,Cluster 26,-1
1109,Community Academy Amos III Amstrong,Cluster 27,-1
1109,Community Academy Amos III Amstrong,Cluster 28,-1
1109,Community Academy Amos III Amstrong,Cluster 29,-1
1109,Community Academy Amos III Amstrong,Cluster 3,-1
1109,Community Academy Amos III Amstrong,Cluster 30,-1
1109,Community Academy Amos III Amstrong,Cluster 31,10
1109,Community Academy Amos III Amstrong,Cluster 32,13
1109,Community Academy Amos III Amstrong,Cluster 33,17
1109,Community Academy Amos III Amstrong,Cluster 34,13
1109,Community Academy Amos III Amstrong,Cluster 35,-1
1109,Community Academy Amos III Amstrong,Cluster 36,-1
1109,Community Academy Amos III Amstrong,Cluster 37,-1
1109,Community Academy Amos III Amstrong,Cluster 38,-1
1109,Community Academy Amos III Amstrong,Cluster 39,21
1109,Community Academy Amos III Amstrong,Cluster 7,37
1109,Community Academy Amos III Amstrong,Cluster 8,81
1109,Community Academy Amos III Amstrong,Cluster 9,-1
1109,Community Academy Amos III Amstrong,UNENCODABLE,26
106,Community Academy Butler Bilingual,Cluster 1,-1
106,Community Academy Butler Bilingual,Cluster 15,-1
106,Community Academy Butler Bilingual,Cluster 16,-1
106,Community Academy Butler Bilingual,Cluster 17,27
106,Community Academy Butler Bilingual,Cluster 18,23
106,Community Academy Butler Bilingual,Cluster 19,10
106,Community Academy Butler Bilingual,Cluster 2,38
106,Community Academy Butler Bilingual,Cluster 20,-1
106,Community Academy Butler Bilingual,Cluster 21,19
106,Community Academy Butler Bilingual,Cluster 22,-1
106,Community Academy Butler Bilingual,Cluster 23,-1
106,Community Academy Butler Bilingual,Cluster 24,-1
106,Community Academy Butler Bilingual,Cluster 25,-1
106,Community Academy Butler Bilingual,Cluster 26,-1
106,Community Academy Butler Bilingual,Cluster 28,-1
106,Community Academy Butler Bilingual,Cluster 29,-1
106,Community Academy Butler Bilingual,Cluster 3,-1
106,Community Academy Butler Bilingual,Cluster 30,-1
106,Community Academy Butler Bilingual,Cluster 31,-1
106,Community Academy Butler Bilingual,Cluster 32,-1
106,Community Academy Butler Bilingual,Cluster 33,16
106,Community Academy Butler Bilingual,Cluster 34,-1
106,Community Academy Butler Bilingual,Cluster 35,-1
106,Community Academy Butler Bilingual,Cluster 36,-1
106,Community Academy Butler Bilingual,Cluster 37,-1
106,Community Academy Butler Bilingual,Cluster 38,-1
106,Community Academy Butler Bilingual,Cluster 39,18
106,Community Academy Butler Bilingual,Cluster 6,-1
106,Community Academy Butler Bilingual,Cluster 7,65
106,Community Academy Butler Bilingual,Cluster 8,12
106,Community Academy Butler Bilingual,Cluster 9,-1
106,Community Academy Butler Bilingual,UNENCODABLE,14
108,Community Academy Online,Cluster 14,-1
108,Community Academy Online,Cluster 17,-1
108,Community Academy Online,Cluster 18,-1
108,Community Academy Online,Cluster 19,-1
108,Community Academy Online,Cluster 2,-1
108,Community Academy Online,Cluster 21,-1
108,Community Academy Online,Cluster 23,-1
108,Community Academy Online,Cluster 25,-1
108,Community Academy Online,Cluster 26,-1
108,Community Academy Online,Cluster 28,-1
108,Community Academy Online,Cluster 3,-1
108,Community Academy Online,Cluster 30,-1
108,Community Academy Online,Cluster 31,-1
108,Community Academy Online,Cluster 33,-1
108,Community Academy Online,Cluster 34,-1
108,Community Academy Online,Cluster 36,-1
108,Community Academy Online,Cluster 37,-1
108,Community Academy Online,Cluster 38,-1
108,Community Academy Online,Cluster 39,-1
108,Community Academy Online,Cluster 7,-1
108,Community Academy Online,Cluster 9,-1
108,Community Academy Online,UNENCODABLE,16
455,Coolidge HS,Cluster 13,-1
455,Coolidge HS,Cluster 16,12
455,Coolidge HS,Cluster 17,165
455,Coolidge HS,Cluster 18,75
455,Coolidge HS,Cluster 19,66
455,Coolidge HS,Cluster 2,15
455,Coolidge HS,Cluster 20,15
455,Coolidge HS,Cluster 21,11
455,Coolidge HS,Cluster 22,14
455,Coolidge HS,Cluster 23,-1
455,Coolidge HS,Cluster 24,-1
455,Coolidge HS,Cluster 25,-1
455,Coolidge HS,Cluster 26,-1
455,Coolidge HS,Cluster 28,-1
455,Coolidge HS,Cluster 29,-1
455,Coolidge HS,Cluster 3,-1
455,Coolidge HS,Cluster 30,-1
455,Coolidge HS,Cluster 31,-1
455,Coolidge HS,Cluster 32,-1
455,Coolidge HS,Cluster 33,-1
455,Coolidge HS,Cluster 34,-1
455,Coolidge HS,Cluster 35,-1
455,Coolidge HS,Cluster 36,-1
455,Coolidge HS,Cluster 37,-1
455,Coolidge HS,Cluster 38,-1
455,Coolidge HS,Cluster 39,-1
455,Coolidge HS,Cluster 6,-1
455,Coolidge HS,Cluster 7,-1
455,Coolidge HS,Cluster 8,-1
455,Coolidge HS,Cluster 9,-1
455,Coolidge HS,UNENCODABLE,-1
3069,Creative Minds PCS,Cluster 10,-1
3069,Creative Minds PCS,Cluster 11,-1
3069,Creative Minds PCS,Cluster 12,-1
3069,Creative Minds PCS,Cluster 16,-1
3069,Creative Minds PCS,Cluster 17,-1
3069,Creative Minds PCS,Cluster 18,16
3069,Creative Minds PCS,Cluster 19,-1
3069,Creative Minds PCS,Cluster 2,38
3069,Creative Minds PCS,Cluster 21,-1
3069,Creative Minds PCS,Cluster 24,-1
3069,Creative Minds PCS,Cluster 25,-1
3069,Creative Minds PCS,Cluster 3,-1
3069,Creative Minds PCS,Cluster 32,-1
3069,Creative Minds PCS,Cluster 33,-1
3069,Creative Minds PCS,Cluster 35,-1
3069,Creative Minds PCS,Cluster 39,-1
3069,Creative Minds PCS,Cluster 4,-1
3069,Creative Minds PCS,Cluster 7,-1
3069,Creative Minds PCS,Cluster 8,-1
3069,Creative Minds PCS,UNENCODABLE,-1
199,D C  Bilingual PCS,Cluster 1,-1
199,D C  Bilingual PCS,Cluster 14,-1
199,D C  Bilingual PCS,Cluster 15,-1
199,D C  Bilingual PCS,Cluster 16,-1
199,D C  Bilingual PCS,Cluster 17,23
199,D C  Bilingual PCS,Cluster 18,62
199,D C  Bilingual PCS,Cluster 19,12
199,D C  Bilingual PCS,Cluster 2,137
199,D C  Bilingual PCS,Cluster 20,-1
199,D C  Bilingual PCS,Cluster 21,11
199,D C  Bilingual PCS,Cluster 22,-1
199,D C  Bilingual PCS,Cluster 23,-1
199,D C  Bilingual PCS,Cluster 24,-1
199,D C  Bilingual PCS,Cluster 25,-1
199,D C  Bilingual PCS,Cluster 3,-1
199,D C  Bilingual PCS,Cluster 31,-1
199,D C  Bilingual PCS,Cluster 33,-1
199,D C  Bilingual PCS,Cluster 34,-1
199,D C  Bilingual PCS,Cluster 38,-1
199,D C  Bilingual PCS,Cluster 39,-1
199,D C  Bilingual PCS,Cluster 7,13
199,D C  Bilingual PCS,Cluster 8,-1
199,D C  Bilingual PCS,UNENCODABLE,27
1110,D C  Preparatory Benning Campus PCS,Cluster 1,-1
1110,D C  Preparatory Benning Campus PCS,Cluster 13,-1
1110,D C  Preparatory Benning Campus PCS,Cluster 18,-1
1110,D C  Preparatory Benning Campus PCS,Cluster 19,-1
1110,D C  Preparatory Benning Campus PCS,Cluster 2,-1
1110,D C  Preparatory Benning Campus PCS,Cluster 20,-1
1110,D C  Preparatory Benning Campus PCS,Cluster 21,-1
1110,D C  Preparatory Benning Campus PCS,Cluster 22,-1
1110,D C  Preparatory Benning Campus PCS,Cluster 23,-1
1110,D C  Preparatory Benning Campus PCS,Cluster 24,-1
1110,D C  Preparatory Benning Campus PCS,Cluster 25,-1
1110,D C  Preparatory Benning Campus PCS,Cluster 26,10
1110,D C  Preparatory Benning Campus PCS,Cluster 28,-1
1110,D C  Preparatory Benning Campus PCS,Cluster 29,-1
1110,D C  Preparatory Benning Campus PCS,Cluster 3,-1
1110,D C  Preparatory Benning Campus PCS,Cluster 30,30
1110,D C  Preparatory Benning Campus PCS,Cluster 31,36
1110,D C  Preparatory Benning Campus PCS,Cluster 32,84
1110,D C  Preparatory Benning Campus PCS,Cluster 33,85
1110,D C  Preparatory Benning Campus PCS,Cluster 34,18
1110,D C  Preparatory Benning Campus PCS,Cluster 35,-1
1110,D C  Preparatory Benning Campus PCS,Cluster 36,-1
1110,D C  Preparatory Benning Campus PCS,Cluster 37,-1
1110,D C  Preparatory Benning Campus PCS,Cluster 38,18
1110,D C  Preparatory Benning Campus PCS,Cluster 39,28
1110,D C  Preparatory Benning Campus PCS,Cluster 7,-1
1110,D C  Preparatory Benning Campus PCS,Cluster 8,-1
1110,D C  Preparatory Benning Campus PCS,UNENCODABLE,37
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 1,-1
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 17,14
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 18,30
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 19,12
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 2,25
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 20,17
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 21,100
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 22,40
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 23,16
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 24,-1
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 25,14
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 26,-1
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 27,-1
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 28,-1
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 29,-1
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 3,-1
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 30,10
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 31,15
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 32,-1
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 33,11
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 34,12
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 35,-1
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 36,-1
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 37,-1
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 38,11
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 39,19
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 7,-1
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 8,-1
130,D C  Preparatory Edgewood Elementary Campus PCS,Cluster 9,-1
130,D C  Preparatory Edgewood Elementary Campus PCS,UNENCODABLE,17
196,D C  Preparatory Edgewood Middle Campus PCS,Cluster 17,-1
196,D C  Preparatory Edgewood Middle Campus PCS,Cluster 18,12
196,D C  Preparatory Edgewood Middle Campus PCS,Cluster 19,12
196,D C  Preparatory Edgewood Middle Campus PCS,Cluster 2,-1
196,D C  Preparatory Edgewood Middle Campus PCS,Cluster 20,12
196,D C  Preparatory Edgewood Middle Campus PCS,Cluster 21,68
196,D C  Preparatory Edgewood Middle Campus PCS,Cluster 22,23
196,D C  Preparatory Edgewood Middle Campus PCS,Cluster 23,14
196,D C  Preparatory Edgewood Middle Campus PCS,Cluster 24,14
196,D C  Preparatory Edgewood Middle Campus PCS,Cluster 25,-1
196,D C  Preparatory Edgewood Middle Campus PCS,Cluster 27,-1
196,D C  Preparatory Edgewood Middle Campus PCS,Cluster 28,-1
196,D C  Preparatory Edgewood Middle Campus PCS,Cluster 29,-1
196,D C  Preparatory Edgewood Middle Campus PCS,Cluster 3,-1
196,D C  Preparatory Edgewood Middle Campus PCS,Cluster 30,-1
196,D C  Preparatory Edgewood Middle Campus PCS,Cluster 31,-1
196,D C  Preparatory Edgewood Middle Campus PCS,Cluster 32,-1
196,D C  Preparatory Edgewood Middle Campus PCS,Cluster 33,11
196,D C  Preparatory Edgewood Middle Campus PCS,Cluster 34,-1
196,D C  Preparatory Edgewood Middle Campus PCS,Cluster 35,-1
196,D C  Preparatory Edgewood Middle Campus PCS,Cluster 36,-1
196,D C  Preparatory Edgewood Middle Campus PCS,Cluster 37,-1
196,D C  Preparatory Edgewood Middle Campus PCS,Cluster 38,10
196,D C  Preparatory Edgewood Middle Campus PCS,Cluster 39,10
196,D C  Preparatory Edgewood Middle Campus PCS,Cluster 7,-1
196,D C  Preparatory Edgewood Middle Campus PCS,Cluster 8,-1
196,D C  Preparatory Edgewood Middle Campus PCS,Cluster 9,-1
196,D C  Preparatory Edgewood Middle Campus PCS,UNENCODABLE,-1
229,Davis ES,Cluster 21,-1
229,Davis ES,Cluster 23,-1
229,Davis ES,Cluster 25,-1
229,Davis ES,Cluster 26,-1
229,Davis ES,Cluster 27,-1
229,Davis ES,Cluster 28,-1
229,Davis ES,Cluster 31,-1
229,Davis ES,Cluster 32,-1
229,Davis ES,Cluster 33,127
229,Davis ES,Cluster 34,-1
229,Davis ES,Cluster 35,-1
229,Davis ES,Cluster 36,-1
229,Davis ES,Cluster 37,-1
229,Davis ES,Cluster 38,-1
229,Davis ES,Cluster 39,-1
229,Davis ES,Cluster 9,-1
229,Davis ES,UNENCODABLE,-1
3070,DC Scholars PCS,Cluster 18,-1
3070,DC Scholars PCS,Cluster 2,-1
3070,DC Scholars PCS,Cluster 23,-1
3070,DC Scholars PCS,Cluster 25,-1
3070,DC Scholars PCS,Cluster 28,-1
3070,DC Scholars PCS,Cluster 29,-1
3070,DC Scholars PCS,Cluster 30,-1
3070,DC Scholars PCS,Cluster 31,37
3070,DC Scholars PCS,Cluster 32,14
3070,DC Scholars PCS,Cluster 33,56
3070,DC Scholars PCS,Cluster 34,12
3070,DC Scholars PCS,Cluster 35,-1
3070,DC Scholars PCS,Cluster 36,-1
3070,DC Scholars PCS,Cluster 37,-1
3070,DC Scholars PCS,Cluster 38,-1
3070,DC Scholars PCS,Cluster 39,-1
3070,DC Scholars PCS,Cluster 8,-1
3070,DC Scholars PCS,Cluster 9,-1
3070,DC Scholars PCS,UNENCODABLE,18
405,Deal MS,Cluster 1,15
405,Deal MS,Cluster 10,255
405,Deal MS,Cluster 11,186
405,Deal MS,Cluster 12,84
405,Deal MS,Cluster 13,-1
405,Deal MS,Cluster 14,35
405,Deal MS,Cluster 15,64
405,Deal MS,Cluster 16,64
405,Deal MS,Cluster 17,63
405,Deal MS,Cluster 18,128
405,Deal MS,Cluster 19,27
405,Deal MS,Cluster 2,107
405,Deal MS,Cluster 20,-1
405,Deal MS,Cluster 21,16
405,Deal MS,Cluster 22,20
405,Deal MS,Cluster 23,-1
405,Deal MS,Cluster 24,-1
405,Deal MS,Cluster 25,-1
405,Deal MS,Cluster 26,-1
405,Deal MS,Cluster 27,-1
405,Deal MS,Cluster 28,-1
405,Deal MS,Cluster 29,-1
405,Deal MS,Cluster 3,-1
405,Deal MS,Cluster 30,-1
405,Deal MS,Cluster 32,12
405,Deal MS,Cluster 33,-1
405,Deal MS,Cluster 34,11
405,Deal MS,Cluster 35,-1
405,Deal MS,Cluster 36,-1
405,Deal MS,Cluster 37,-1
405,Deal MS,Cluster 38,-1
405,Deal MS,Cluster 39,-1
405,Deal MS,Cluster 4,-1
405,Deal MS,Cluster 6,-1
405,Deal MS,Cluster 7,-1
405,Deal MS,Cluster 8,-1
405,Deal MS,Cluster 9,-1
405,Deal MS,UNENCODABLE,-1
231,Drew ES,Cluster 23,-1
231,Drew ES,Cluster 28,-1
231,Drew ES,Cluster 29,-1
231,Drew ES,Cluster 3,-1
231,Drew ES,Cluster 30,-1
231,Drew ES,Cluster 31,119
231,Drew ES,Cluster 32,-1
231,Drew ES,Cluster 33,18
231,Drew ES,Cluster 34,-1
231,Drew ES,Cluster 37,-1
231,Drew ES,Cluster 38,-1
231,Drew ES,UNENCODABLE,-1
467,Dunbar HS,Cluster 16,-1
467,Dunbar HS,Cluster 17,-1
467,Dunbar HS,Cluster 18,19
467,Dunbar HS,Cluster 19,-1
467,Dunbar HS,Cluster 2,-1
467,Dunbar HS,Cluster 20,-1
467,Dunbar HS,Cluster 21,68
467,Dunbar HS,Cluster 22,35
467,Dunbar HS,Cluster 23,39
467,Dunbar HS,Cluster 24,-1
467,Dunbar HS,Cluster 25,35
467,Dunbar HS,Cluster 26,12
467,Dunbar HS,Cluster 27,-1
467,Dunbar HS,Cluster 28,10
467,Dunbar HS,Cluster 29,-1
467,Dunbar HS,Cluster 3,-1
467,Dunbar HS,Cluster 30,-1
467,Dunbar HS,Cluster 31,19
467,Dunbar HS,Cluster 32,10
467,Dunbar HS,Cluster 33,10
467,Dunbar HS,Cluster 34,16
467,Dunbar HS,Cluster 35,-1
467,Dunbar HS,Cluster 36,-1
467,Dunbar HS,Cluster 37,14
467,Dunbar HS,Cluster 38,15
467,Dunbar HS,Cluster 39,29
467,Dunbar HS,Cluster 7,37
467,Dunbar HS,Cluster 8,63
467,Dunbar HS,Cluster 9,-1
467,Dunbar HS,UNENCODABLE,26
146,E L  Haynes PCS Georgia Avenue,Cluster 1,-1
146,E L  Haynes PCS Georgia Avenue,Cluster 12,-1
146,E L  Haynes PCS Georgia Avenue,Cluster 16,-1
146,E L  Haynes PCS Georgia Avenue,Cluster 17,37
146,E L  Haynes PCS Georgia Avenue,Cluster 18,94
146,E L  Haynes PCS Georgia Avenue,Cluster 19,13
146,E L  Haynes PCS Georgia Avenue,Cluster 2,106
146,E L  Haynes PCS Georgia Avenue,Cluster 20,-1
146,E L  Haynes PCS Georgia Avenue,Cluster 21,-1
146,E L  Haynes PCS Georgia Avenue,Cluster 22,11
146,E L  Haynes PCS Georgia Avenue,Cluster 23,-1
146,E L  Haynes PCS Georgia Avenue,Cluster 24,-1
146,E L  Haynes PCS Georgia Avenue,Cluster 25,-1
146,E L  Haynes PCS Georgia Avenue,Cluster 28,-1
146,E L  Haynes PCS Georgia Avenue,Cluster 29,-1
146,E L  Haynes PCS Georgia Avenue,Cluster 3,-1
146,E L  Haynes PCS Georgia Avenue,Cluster 30,-1
146,E L  Haynes PCS Georgia Avenue,Cluster 31,-1
146,E L  Haynes PCS Georgia Avenue,Cluster 33,-1
146,E L  Haynes PCS Georgia Avenue,Cluster 34,-1
146,E L  Haynes PCS Georgia Avenue,Cluster 35,-1
146,E L  Haynes PCS Georgia Avenue,Cluster 36,-1
146,E L  Haynes PCS Georgia Avenue,Cluster 37,-1
146,E L  Haynes PCS Georgia Avenue,Cluster 39,12
146,E L  Haynes PCS Georgia Avenue,Cluster 4,-1
146,E L  Haynes PCS Georgia Avenue,Cluster 6,-1
146,E L  Haynes PCS Georgia Avenue,Cluster 7,-1
146,E L  Haynes PCS Georgia Avenue,Cluster 8,-1
146,E L  Haynes PCS Georgia Avenue,Cluster 9,-1
146,E L  Haynes PCS Georgia Avenue,UNENCODABLE,37
1138,E L  Haynes PCS Kansas Avenue Campus,Cluster 1,-1
1138,E L  Haynes PCS Kansas Avenue Campus,Cluster 13,-1
1138,E L  Haynes PCS Kansas Avenue Campus,Cluster 15,-1
1138,E L  Haynes PCS Kansas Avenue Campus,Cluster 16,-1
1138,E L  Haynes PCS Kansas Avenue Campus,Cluster 17,42
1138,E L  Haynes PCS Kansas Avenue Campus,Cluster 18,154
1138,E L  Haynes PCS Kansas Avenue Campus,Cluster 19,11
1138,E L  Haynes PCS Kansas Avenue Campus,Cluster 2,125
1138,E L  Haynes PCS Kansas Avenue Campus,Cluster 20,18
1138,E L  Haynes PCS Kansas Avenue Campus,Cluster 21,17
1138,E L  Haynes PCS Kansas Avenue Campus,Cluster 22,14
1138,E L  Haynes PCS Kansas Avenue Campus,Cluster 23,12
1138,E L  Haynes PCS Kansas Avenue Campus,Cluster 24,-1
1138,E L  Haynes PCS Kansas Avenue Campus,Cluster 25,-1
1138,E L  Haynes PCS Kansas Avenue Campus,Cluster 26,-1
1138,E L  Haynes PCS Kansas Avenue Campus,Cluster 28,-1
1138,E L  Haynes PCS Kansas Avenue Campus,Cluster 29,-1
1138,E L  Haynes PCS Kansas Avenue Campus,Cluster 3,-1
